hhid,TFPRfei,TFPQfei
1.405049e6,0.6926451,1.1821448
1.40505e6,0.63536304,1.0101422
1.405051e6,0.8621765,1.2863597
1.405052e6,0.47446138,0.8186438
1.405053e6,0.3193151,0.5607382
1.405054e6,1.5077367,1.7780508
1.405055e6,0.526705,1.0020154
1.405056e6,0.629808,0.957154
1.405057e6,0.68736005,1.1447389
1.405058e6,0.5292227,1.0428082
1.405059e6,0.7546891,1.2584946
1.40506e6,0.449797,0.7351459
1.405061e6,0.50164807,0.7083254
1.405062e6,2.313839,1.7957695
1.405063e6,2.2826798,1.8592209
1.405064e6,2.124496,1.6929173
1.405065e6,0.9345557,1.0589899
1.405066e6,2.489377,1.664183
1.405067e6,0.70705336,0.7347686
1.405068e6,1.9634458,1.4070202
1.405069e6,1.5159457,0.95685256
1.40507e6,0.9260931,0.8259077
1.405071e6,2.3891563,1.5304167
1.405072e6,0.6601337,0.7472456
1.405073e6,1.2049795,1.0177138
1.405074e6,1.4070474,1.0108328
1.405075e6,0.7218106,0.69358337
1.405076e6,1.7616589,1.3809772
1.405077e6,2.1662028,1.4780921
1.405078e6,1.3473759,0.9121623
1.405079e6,0.4797641,0.60225475
1.40508e6,0.97673357,0.7973085
1.405081e6,0.3800223,0.4456556
1.405082e6,0.9306711,0.8216461
1.405083e6,0.5522393,0.60234773
1.405084e6,0.83862615,0.80650306
1.405085e6,1.0626673,0.83660537
1.405086e6,0.45169073,0.65724427
1.405087e6,1.4644972,1.1840761
1.405088e6,0.9119048,0.94777095
1.405089e6,1.5961037,1.171179
1.40509e6,1.5788217,1.3217632
1.405091e6,0.2389088,0.42597294
1.405092e6,0.6220886,0.71144193
1.405093e6,0.6614813,0.77887166
1.405094e6,1.1267189,1.0045446
1.405095e6,0.69623864,0.77434725
1.405096e6,1.4473642,1.0464172
1.405097e6,1.5403441,1.111993
1.405098e6,1.5428724,1.0342811
1.405099e6,2.2006104,1.3817341
1.4051e6,1.740027,1.1789588
1.406001e6,0.47158593,0.7316746
1.406002e6,1.238964,1.3256568
1.406003e6,1.8803172,1.38829
1.406004e6,0.89987546,1.5881419
1.406006e6,1.2596368,1.3297178
1.406007e6,0.46959028,0.4602963
1.406008e6,1.3094872,1.0685375
1.406009e6,1.865017,1.9467713
1.40601e6,4.0786223,3.244265
1.406011e6,0.5989926,0.6631648
1.406012e6,1.2174127,1.1590859
1.406013e6,1.1910648,1.0535386
1.406014e6,2.01228,1.8633873
1.406015e6,1.2925379,1.5358132
1.406016e6,0.21590272,0.20799734
1.406017e6,2.988529,2.659546
1.406018e6,1.3889656,1.4531147
1.406019e6,0.805653,0.88696325
1.40602e6,0.52554876,0.47264063
1.406021e6,0.40154216,0.39146644
1.406023e6,0.39132515,0.35226068
1.406024e6,0.4451476,0.43799776
1.406025e6,0.41927063,0.72192
1.406026e6,,
1.406027e6,0.41130474,0.38535118
1.406028e6,0.3585991,0.63641053
1.406029e6,0.9515392,0.932819
1.40603e6,0.55061495,0.4710813
1.406031e6,0.8748533,1.1076171
1.406032e6,0.529859,0.6487259
1.406033e6,0.690215,0.76245296
1.406034e6,0.24896476,0.21285082
1.406035e6,0.7981784,0.84356016
1.406036e6,0.5565761,0.57013285
1.406037e6,0.66675913,0.67758775
1.406038e6,1.2689495,1.3482429
1.406039e6,0.74274147,0.82104164
1.40604e6,0.9540703,1.0969641
1.406041e6,0.8233144,0.84828764
1.406042e6,2.5047035,2.0852654
1.406043e6,0.98463464,0.9038765
1.406044e6,1.2910491,1.4376047
1.406045e6,0.7851024,0.7903813
1.406046e6,1.1614257,1.2007536
1.406047e6,2.8001864,2.2315216
1.406051e6,1.3386283,1.230119
1.406052e6,0.4782662,0.5240262
1.406053e6,1.4468399,1.6336405
1.406054e6,1.2147839,1.3001719
1.406055e6,1.7714764,1.3173745
1.406056e6,0.37050873,0.32509977
1.406057e6,1.1363194,0.85549504
1.406058e6,2.2090464,1.6985412
1.406059e6,0.609105,0.63731956
1.40606e6,1.575342,1.3678013
1.406061e6,2.4236155,1.9939704
1.406062e6,0.27851337,0.28124687
1.406063e6,0.5986585,0.6740126
1.406065e6,0.26589552,0.33319524
1.406066e6,2.1106732,1.6239284
1.406067e6,1.9718145,1.4798821
1.406068e6,2.665937,2.267045
1.406069e6,1.3864878,1.5250293
1.40607e6,2.449214,1.9613575
1.406071e6,1.9840689,1.9104048
1.406072e6,1.6788048,1.1083386
1.406073e6,1.0513607,1.0060164
1.406074e6,0.8810639,0.961958
1.406075e6,0.84499854,1.2691257
1.406076e6,2.8257077,2.782163
1.406077e6,0.46175212,0.49135345
1.406078e6,1.59835,1.7563889
1.406079e6,0.9918056,1.0149028
1.40608e6,0.8113152,0.9757738
1.406081e6,2.4978807,2.3521807
1.406082e6,0.57461786,0.6483363
1.406083e6,,
1.406084e6,0.7758852,0.9313836
1.406085e6,0.6172455,0.96101654
1.406087e6,,
1.406089e6,,
1.40609e6,,
1.406093e6,2.5844176,2.3971934
1.406094e6,1.9889848,2.1985633
1.406096e6,2.1586556,1.8856163
1.406099e6,0.7320811,0.75491035
1.4061e6,1.3787682,1.9837887
1.406102e6,0.49071422,0.4691051
1.406103e6,0.40087354,0.44258496
1.406104e6,1.2077234,1.1547829
1.406105e6,0.2957053,0.29133067
1.406106e6,0.5221168,0.8428059
1.406107e6,0.7123183,0.48278183
1.406109e6,1.1427054,1.5853796
1.40611e6,0.67155004,0.71155286
1.406111e6,0.8328921,0.74465066
1.406112e6,3.3172567,1.9996798
1.406113e6,0.18157344,0.18096866
1.406114e6,0.83327806,0.74026966
1.406116e6,2.6178803,1.9047872
1.406117e6,1.1739402,1.0549657
1.406118e6,,
1.406119e6,,
1.406121e6,0.20181754,0.17632866
1.406123e6,0.60072494,0.44421762
1.406125e6,3.9019732,2.8385568
1.407001e6,1.132078,1.1220641
1.407002e6,3.165433,2.7375233
1.407003e6,1.4569756,1.4015722
1.407004e6,1.0308688,1.1688396
1.407005e6,1.8037157,1.8186381
1.407006e6,2.4329135,1.7662361
1.407007e6,0.68198967,0.7850794
1.407008e6,1.1516312,1.252382
1.407009e6,1.5185561,1.8219645
1.40701e6,0.83591205,0.7966059
1.407011e6,,
1.407012e6,0.7614113,0.87259334
1.407013e6,0.65095127,0.77187276
1.407014e6,1.4799854,1.3081512
1.407016e6,1.3051293,1.1203609
1.407017e6,0.9119803,0.80500805
1.407018e6,0.576574,0.7060393
1.407019e6,1.2062318,1.3115839
1.40702e6,1.4442708,1.3502784
1.407021e6,1.0781695,1.1320904
1.407022e6,0.73100066,0.8973848
1.407023e6,1.0703579,1.0714926
1.407024e6,1.5000323,1.2135751
1.407025e6,0.911818,0.9379653
1.407026e6,1.0898237,1.0687178
1.407027e6,0.65108997,0.66527677
1.407028e6,1.2248622,1.0300587
1.407029e6,0.69548035,0.7809439
1.40703e6,0.36255604,0.48611617
1.407031e6,0.37352732,0.52379537
1.407032e6,1.0020369,0.99547786
1.407033e6,0.97049433,0.9570471
1.407034e6,3.8355942,2.2407675
1.407035e6,2.0652447,2.0407107
1.407036e6,1.9875513,1.873194
1.407037e6,0.699125,0.8248686
1.407038e6,0.8011559,0.95407075
1.407039e6,1.3786918,1.3252714
1.40704e6,1.164963,1.3298479
1.407041e6,0.6978802,0.7192802
1.407042e6,1.4037242,1.3216174
1.407043e6,0.91911733,0.88859195
1.407044e6,1.5231401,1.3905609
1.407045e6,1.200691,1.286504
1.407046e6,0.20971116,0.33622068
1.407047e6,0.35764068,0.4491854
1.407048e6,1.1815171,0.927207
1.407049e6,0.4155311,0.5006703
1.40705e6,0.78971964,0.8137844
1.407051e6,2.2625413,1.2924057
1.407052e6,1.6601497,1.2818947
1.407053e6,1.0678304,1.0416064
1.407054e6,2.0326264,1.5292937
1.407055e6,0.5789456,0.6412791
1.407056e6,0.9018577,0.93156034
1.407057e6,1.3075228,1.1743863
1.407058e6,1.088809,1.1239488
1.407059e6,0.8977895,0.9196847
1.40706e6,0.9954036,0.88725805
1.407061e6,0.7116688,0.82707906
1.407062e6,1.0918143,0.9003175
1.407063e6,1.7866033,1.1779581
1.407064e6,0.2961883,0.3574947
1.407065e6,0.47059968,0.40849572
1.407066e6,0.7774465,0.9890802
1.407067e6,1.1490933,1.0152949
1.407068e6,1.2553341,0.935362
1.407069e6,0.55607057,0.6540832
1.40707e6,1.625889,1.2411898
1.407071e6,1.3900118,1.569081
1.407072e6,0.62096083,0.59102565
1.407073e6,1.3978958,1.1486474
1.407074e6,1.2912794,1.1857318
1.407075e6,0.9976717,1.1270664
1.407076e6,0.27469128,0.33386582
1.407077e6,0.76383907,0.6915108
1.407078e6,1.4495679,1.156623
1.407079e6,1.4391671,1.2869804
1.40708e6,0.58133614,0.6645259
1.407081e6,1.8744793,1.4835756
1.407082e6,0.7690291,0.8361085
1.407083e6,0.67677796,0.7516851
1.407084e6,0.5447589,0.56082994
1.407085e6,1.1839514,1.14256
1.407086e6,0.74663496,0.8993494
1.407087e6,1.2952045,1.2243559
1.407088e6,1.212355,1.0357046
1.407089e6,1.690947,1.3276777
1.40709e6,0.5479829,0.6569099
1.407091e6,,
1.407092e6,0.4795502,0.6621125
1.407093e6,1.196355,0.88182586
1.407094e6,1.4561542,1.290488
1.407095e6,1.2925789,1.0596019
1.407096e6,1.3651532,1.2834021
1.407097e6,1.4569532,1.3406973
1.407098e6,1.7071478,1.4196723
1.407099e6,0.38351157,0.5731469
1.4071e6,0.802331,0.96053
1.407101e6,0.75440097,0.9887398
1.407103e6,1.2163707,1.4021835
1.407104e6,0.38682717,0.7760834
1.407105e6,1.4216326,1.355951
1.407106e6,1.8709954,1.6842597
1.408001e6,1.0749841,1.0400574
1.408002e6,0.6532017,0.74844444
1.408003e6,0.35372987,0.45721903
1.408004e6,1.7175013,1.3377805
1.408005e6,1.2575836,1.0961456
1.408006e6,1.0972043,1.1076056
1.408007e6,0.7201654,0.7552103
1.408008e6,0.7997987,0.80543774
1.408009e6,0.9772849,0.9582594
1.40801e6,0.6245208,0.7898532
1.408011e6,1.2238119,1.1383456
1.408012e6,1.1271336,1.1367537
1.408013e6,1.0179441,1.0744941
1.408014e6,1.0389065,1.1058116
1.408015e6,0.5929125,0.73898214
1.408016e6,0.7716596,0.8591635
1.408017e6,0.8519579,0.9004304
1.408018e6,0.7611245,0.8556023
1.408019e6,0.8188997,0.79520833
1.40802e6,0.580684,0.7541169
1.408021e6,1.4184881,1.3951138
1.408022e6,0.63699585,0.87053496
1.408023e6,0.53186744,0.8131618
1.408024e6,0.3763428,0.6455657
1.408025e6,0.6557842,0.8540187
1.408026e6,0.83912593,0.99693084
1.408027e6,0.7568189,0.8294745
1.408028e6,0.4505368,0.6613173
1.408029e6,0.47407198,0.6997067
1.40803e6,0.5162731,0.734674
1.408031e6,1.0210805,1.0333761
1.408032e6,0.5297211,0.78336316
1.408033e6,0.5238877,0.65300584
1.408034e6,0.6857862,0.95449245
1.408035e6,0.72690666,0.8615786
1.408036e6,0.68176705,0.8024078
1.408037e6,0.5942591,0.79033446
1.408038e6,1.1802114,1.1696992
1.408039e6,0.9537354,1.1042476
1.40804e6,0.77665097,1.0515401
1.408041e6,0.66119254,0.7528336
1.408042e6,0.6780266,0.71768326
1.408043e6,1.6675857,1.3829312
1.408044e6,0.9499693,0.9695129
1.408045e6,1.722625,1.2081041
1.408046e6,1.0261598,1.1065748
1.408047e6,0.58952636,0.62451583
1.408048e6,1.5419283,1.2768747
1.408049e6,0.8914911,0.9194
1.40805e6,1.1046584,1.2653692
1.408052e6,0.6536339,0.75682575
1.408053e6,1.236804,1.021264
1.408054e6,1.4729657,1.2029533
1.408055e6,1.7130868,1.4155673
1.408056e6,1.4924809,1.2242569
1.408057e6,1.0213497,1.0882523
1.408058e6,1.8736035,1.414555
1.408059e6,0.8883522,0.96521294
1.40806e6,0.8200223,0.80476743
1.408061e6,1.0999905,1.144629
1.408062e6,2.1854553,1.484337
1.408063e6,0.87472653,0.78012085
1.408064e6,1.341474,1.2810439
1.408065e6,1.217878,1.1104925
1.408066e6,1.0077816,0.8674038
1.408067e6,1.7406056,1.3633616
1.408068e6,1.0948181,0.892293
1.408069e6,0.8034472,0.75622785
1.40807e6,1.5214798,1.1375825
1.408071e6,0.51981556,0.7165177
1.408072e6,0.81271464,0.80894536
1.408073e6,0.74716914,0.70782113
1.408074e6,0.92330223,0.94934225
1.408075e6,0.8002048,0.8225954
1.408076e6,0.5633404,0.81369597
1.408077e6,0.5182113,0.7998202
1.408078e6,,
1.408079e6,0.6613996,0.9096948
1.40808e6,0.73811364,0.90692
1.408081e6,0.6710598,0.8422471
1.408082e6,0.6886064,0.7329087
1.408083e6,0.807129,0.91613925
1.408084e6,0.7448374,0.8349093
1.408085e6,0.5648011,0.63501453
1.408086e6,0.8916677,0.83767396
1.408087e6,2.0538466,1.9443929
1.408088e6,1.947517,1.7059537
1.408089e6,0.95883524,0.98376006
1.40809e6,1.3749545,1.1558083
1.408091e6,2.1076288,1.6589481
1.408092e6,2.4224393,1.8969743
1.408093e6,1.0903207,1.036415
1.408094e6,0.8139006,0.65233153
1.408095e6,0.92348635,0.7596292
1.408096e6,1.0764176,1.0967214
1.408097e6,2.2111263,1.5683182
1.408098e6,0.8452827,0.8384309
1.408099e6,0.8799745,0.8917289
1.4081e6,1.425183,1.3185434
1.408101e6,0.7711444,0.784044
1.408102e6,0.62958574,0.81003314
1.408103e6,0.66712236,0.8001113
1.408104e6,0.8521166,0.88389266
1.408105e6,0.74511874,0.94246507
1.408106e6,1.5547974,1.2379173
1.408107e6,0.7124427,0.84247166
1.408108e6,0.62043184,0.71728444
1.408109e6,1.5988016,1.3893391
1.40811e6,0.92917734,0.8363293
1.408111e6,1.944857,1.4795321
1.408112e6,0.7753882,0.6829121
1.408113e6,0.85731494,0.7637733
1.408114e6,1.3094324,0.90487444
1.408115e6,0.371567,0.41741088
1.408116e6,2.1069717,1.5506262
1.408117e6,2.1375408,1.62862
1.408118e6,2.037995,1.6084448
1.408119e6,1.3034548,1.0412837
1.40812e6,3.0585217,2.1768312
1.408121e6,2.036446,1.4074693
1.408122e6,1.3427367,1.1050665
1.408123e6,0.9045065,0.9831314
1.408124e6,1.498657,1.3024844
1.408125e6,0.8494763,0.9290515
1.408126e6,0.7431429,0.91487944
1.408127e6,2.0717113,1.414458
1.408128e6,0.93935704,0.9303817
1.408129e6,1.2988715,1.1754222
1.40813e6,1.4033809,1.1631011
1.408131e6,0.63657725,0.7302612
1.408132e6,1.1390755,1.1259464
1.408133e6,1.5769507,1.3339251
1.408134e6,2.2394118,1.7185606
1.408135e6,0.77977693,0.81745917
1.408136e6,1.1831259,1.0218086
1.408137e6,0.83925426,0.8263353
1.408138e6,1.0953261,0.91745555
1.408139e6,2.943302,1.9470932
1.40814e6,1.1931126,1.1052281
1.408141e6,0.62218255,0.86331695
1.408142e6,1.2486477,1.3452218
1.408143e6,1.3659415,1.4409612
1.408144e6,1.2891073,1.3692375
1.408145e6,1.1287336,1.2973086
1.408146e6,1.7668276,1.4024166
1.408147e6,1.3100086,1.2485301
1.408148e6,2.6035361,1.8513829
1.409001e6,0.45083678,0.4767252
1.409002e6,1.2345488,0.99073493
1.409003e6,1.1709355,0.8677074
1.409004e6,2.3041904,1.6618633
1.409005e6,0.9767695,0.83673656
1.409006e6,0.90646833,0.840254
1.409007e6,0.49883625,0.5885076
1.409008e6,0.93770313,0.7560126
1.409009e6,0.40437767,0.48833576
1.40901e6,1.0960238,0.808458
1.409013e6,0.770388,0.57823867
1.409014e6,1.1767318,1.1078491
1.409015e6,1.6248218,1.6607692
1.409016e6,1.0003334,1.0252924
1.409017e6,0.47649062,0.6047289
1.409018e6,0.33028698,0.47808754
1.40902e6,0.63085085,0.7583761
1.409021e6,0.83777386,0.8007442
1.409022e6,0.8254744,0.85975504
1.409023e6,1.4472686,1.2194213
1.409024e6,1.3687873,1.2258112
1.409025e6,0.8743347,0.8741913
1.409026e6,1.2419369,1.1842852
1.409027e6,1.3107754,1.4232638
1.409028e6,1.3227708,1.3474256
1.409029e6,1.0020108,1.0554054
1.409031e6,1.206479,1.2768586
1.409032e6,1.0520246,1.08956
1.409033e6,0.47035414,0.62952405
1.409034e6,1.9146043,1.663141
1.409035e6,0.84483993,1.1387644
1.409036e6,0.7848606,0.8617411
1.409038e6,1.2302237,1.1210859
1.409039e6,1.2174453,1.2468547
1.40904e6,1.5180303,1.5044261
