hhid,TFPRfe,TFPQfe
1.405051e6,0.8116679,1.1535648
1.405052e6,0.4466662,0.7341327
1.405053e6,0.30060878,0.5028515
1.405054e6,1.4194096,1.5944971
1.405055e6,0.49584928,0.89857423
1.405056e6,0.5929122,0.858344
1.405057e6,0.64709276,1.026564
1.405058e6,0.49821952,0.93515587
1.405059e6,0.7104775,1.1285764
1.40506e6,0.42344674,0.6592545
1.405061e6,0.47226024,0.63520277
1.405062e6,2.1782885,1.6103866
1.405063e6,2.1489544,1.6672878
1.405064e6,2.0000377,1.5181522
1.405065e6,0.879807,0.94966716
1.405066e6,2.3435428,1.4923843
1.405067e6,0.66563237,0.6589162
1.405068e6,1.848422,1.2617692
1.405069e6,1.4271376,0.8580737
1.40507e6,0.8718402,0.7406467
1.405071e6,2.2491934,1.3724271
1.405072e6,0.62146133,0.6701051
1.405073e6,1.1343887,0.912652
1.405074e6,1.3246189,0.9064813
1.405075e6,0.679525,0.62198263
1.405076e6,1.6584563,1.2384146
1.405077e6,2.0393012,1.325504
1.405078e6,1.2684431,0.817997
1.405079e6,0.45165828,0.54008216
1.40508e6,0.919514,0.71499985
1.405081e6,0.3577596,0.39964923
1.405082e6,0.87615,0.736825
1.405083e6,0.5198877,0.54016554
1.405084e6,0.78949726,0.72324526
1.405085e6,1.0004134,0.75024
1.405086e6,0.42522952,0.58939487
1.405087e6,1.3787031,1.0618403
1.405088e6,0.858483,0.84992963
1.405089e6,1.5025998,1.0502746
1.40509e6,1.4863302,1.1853135
1.405091e6,0.2249129,0.38199845
1.405092e6,0.585645,0.63799757
1.405093e6,0.62273,0.69846636
1.405094e6,1.0607127,0.9008423
1.405095e6,0.6554512,0.694409
1.405096e6,1.3625739,0.9383924
1.405097e6,1.4501069,0.99719846
1.405098e6,1.452487,0.92750907
1.405099e6,2.071693,1.2390934
1.4051e6,1.6380917,1.0572512
1.406001e6,0.035428125,0.06895355
1.406002e6,0.09307778,0.12493087
1.406003e6,0.14125973,0.13083348
1.406004e6,0.06760359,0.14966767
1.406006e6,0.09463084,0.12531358
1.406007e6,0.0352782,0.043378662
1.406008e6,0.09837587,0.10069976
1.406009e6,0.14011031,0.18346517
1.40601e6,0.30640846,0.30574194
1.406011e6,0.044999614,0.06249714
1.406012e6,0.09145874,0.10923311
1.406013e6,0.089479335,0.09928625
1.406014e6,0.1511735,0.175607
1.406015e6,0.09710255,0.14473617
1.406016e6,0.016219795,0.019601822
1.406017e6,0.2245147,0.25063756
1.406018e6,0.10434673,0.13694261
1.406019e6,0.060525075,0.08358807
1.40602e6,0.03948211,0.044542003
1.406021e6,0.030166052,0.036892086
1.406023e6,0.029398493,0.033197306
1.406024e6,0.033441935,0.041277234
1.406025e6,0.031497914,0.06803428
1.406026e6,,
1.406027e6,0.03089947,0.03631578
1.406028e6,0.026939936,0.0599758
1.406029e6,0.07148486,0.08790956
1.40603e6,0.041365217,0.04439505
1.406031e6,0.06572379,0.10438266
1.406032e6,0.03980592,0.06113641
1.406033e6,0.05185274,0.07185413
1.406034e6,0.0187036,0.020059219
1.406035e6,0.059963543,0.07949773
1.406036e6,0.041813053,0.053729743
1.406037e6,0.050090607,0.06385637
1.406038e6,0.095330454,0.1270594
1.406039e6,0.05579882,0.07737557
1.40604e6,0.071675,0.103378706
1.406041e6,0.061851904,0.079943255
1.406042e6,0.18816707,0.19651696
1.406043e6,0.07397116,0.08518199
1.406044e6,0.096990705,0.13548093
1.406045e6,0.05898121,0.07448612
1.406046e6,0.087252684,0.1131599
1.406047e6,0.21036537,0.21030025
1.406051e6,0.10056511,0.11592732
1.406052e6,0.035929985,0.04938462
1.406053e6,0.10869457,0.15395549
1.406054e6,0.09126124,0.12252916
1.406055e6,0.13308303,0.12415034
1.406056e6,0.027834652,0.030637644
1.406057e6,0.085366555,0.08062249
1.406058e6,0.16595566,0.16007178
1.406059e6,0.045759317,0.06006147
1.40606e6,0.11834835,0.1289026
1.406061e6,0.18207528,0.18791325
1.406062e6,0.020923456,0.026504911
1.406063e6,0.044974513,0.06351945
1.406065e6,0.019975534,0.031400565
1.406066e6,0.15856534,0.15304022
1.406067e6,0.14813352,0.13946518
1.406068e6,0.2002798,0.213648
1.406069e6,0.104160585,0.1437199
1.40607e6,0.18399839,0.18483977
1.406071e6,0.14905414,0.18003796
1.406072e6,0.12612103,0.10445065
1.406073e6,0.07898399,0.09480773
1.406074e6,0.06619036,0.09065563
1.406075e6,0.06348093,0.11960334
1.406076e6,0.21228267,0.26219308
1.406077e6,0.034689356,0.04630551
1.406078e6,0.120076835,0.1655234
1.406079e6,0.07450989,0.0956452
1.40608e6,0.060950454,0.09195764
1.406081e6,0.1876545,0.22167125
1.406082e6,0.04316845,0.06109969
1.406083e6,,
1.406084e6,0.058288764,0.087774284
1.406085e6,0.04637087,0.0905669
1.406087e6,,
1.406089e6,,
1.40609e6,,
1.406093e6,0.19415562,0.22591329
1.406094e6,0.14942345,0.20719424
1.406096e6,0.16217005,0.17770188
1.406099e6,0.054997955,0.07114331
1.4061e6,0.103580646,0.18695372
1.406102e6,0.036865145,0.04420881
1.406103e6,0.03011582,0.041709535
1.406104e6,0.090730816,0.10882759
1.406105e6,0.022215005,0.027455216
1.406106e6,0.03922428,0.07942665
1.406107e6,0.053513266,0.045497715
1.406109e6,0.08584631,0.14940734
1.40611e6,0.05045053,0.06705727
1.406111e6,0.06257143,0.07017643
1.406112e6,0.24921054,0.1884513
1.406113e6,0.013640791,0.017054616
1.406114e6,0.06260043,0.06976356
1.406116e6,0.19666953,0.17950855
1.406117e6,0.088192835,0.09942075
1.406118e6,,
1.406119e6,,
1.406121e6,0.015161639,0.01661734
1.406123e6,0.045129757,0.041863397
1.406125e6,0.29313764,0.2675077
1.407001e6,0.8213525,1.1311374
1.407002e6,2.296605,2.7596598
1.407003e6,1.0570742,1.4129057
1.407004e6,0.7479225,1.1782911
1.407005e6,1.3086433,1.8333441
1.407006e6,1.765143,1.7805184
1.407007e6,0.4948015,0.7914278
1.407008e6,0.83553886,1.2625091
1.407009e6,1.1017525,1.8366975
1.40701e6,0.60647625,0.8030474
1.407011e6,,
1.407012e6,0.552424,0.87964934
1.407013e6,0.47228232,0.7781143
1.407014e6,1.0737684,1.3187293
1.407016e6,0.94690573,1.1294204
1.407017e6,0.66166574,0.8115176
1.407018e6,0.41831967,0.71174854
1.407019e6,0.875153,1.3221897
1.40702e6,1.0478566,1.3611971
1.407021e6,0.7822404,1.1412448
1.407022e6,0.5303603,0.90464133
1.407023e6,0.77657294,1.0801569
1.407024e6,1.088313,1.2233884
1.407025e6,0.661548,0.9455499
1.407026e6,0.79069585,1.0773598
1.407027e6,0.47238293,0.6706563
1.407028e6,0.8886699,1.038388
1.407029e6,0.5045894,0.7872588
1.40703e6,0.26304397,0.49004707
1.407031e6,0.27100393,0.52803093
1.407032e6,0.72700423,1.0035275
1.407033e6,0.7041192,0.96478605
1.407034e6,2.7828248,2.258887
1.407035e6,1.4983895,2.0572126
1.407036e6,1.4420209,1.8883412
1.407037e6,0.5072336,0.83153874
1.407038e6,0.5812598,0.9617856
1.407039e6,1.0002773,1.3359878
1.40704e6,0.8452113,1.3406013
1.407041e6,0.5063305,0.72509646
1.407042e6,1.0184389,1.3323042
1.407043e6,0.6668439,0.89577734
1.407044e6,1.1050783,1.4018053
1.407045e6,0.8711329,1.296907
1.407046e6,0.15215097,0.33893946
1.407047e6,0.25947773,0.45281765
1.407048e6,0.85722184,0.93470466
1.407049e6,0.30147877,0.50471884
1.40705e6,0.5729624,0.8203649
1.407051e6,1.6415334,1.3028564
1.407052e6,1.2044823,1.2922604
1.407053e6,0.7747392,1.0500292
1.407054e6,1.474724,1.54166
1.407055e6,0.42004028,0.64646465
1.407056e6,0.6543215,0.9390932
1.407057e6,0.94864225,1.1838826
1.407058e6,0.7899596,1.1330373
1.407059e6,0.6513699,0.9271215
1.40706e6,0.7221916,0.89443266
1.407061e6,0.5163345,0.83376706
1.407062e6,0.79214007,0.90759766
1.407063e6,1.2962278,1.1874834
1.407064e6,0.2148924,0.36038554
1.407065e6,0.34143248,0.41179892
1.407066e6,0.56405795,0.9970782
1.407067e6,0.8336975,1.0235049
1.407068e6,0.91077805,0.9429256
1.407069e6,0.40344387,0.65937227
1.40707e6,1.1796253,1.2512264
1.407071e6,1.0084902,1.5817689
1.407072e6,0.45052347,0.59580487
1.407073e6,1.0142103,1.1579357
1.407074e6,0.9368573,1.1953199
1.407075e6,0.72383714,1.1361802
1.407076e6,0.19929576,0.33656555
1.407077e6,0.5541854,0.6971025
1.407078e6,1.0516998,1.1659758
1.407079e6,1.0441537,1.2973872
1.40708e6,0.42177472,0.66989946
1.407081e6,1.3599842,1.4955721
1.407082e6,0.5579509,0.8428695
1.407083e6,0.49102026,0.7577634
1.407084e6,0.39523697,0.56536496
1.407085e6,0.8589879,1.151799
1.407086e6,0.5417034,0.90662175
1.407087e6,0.939705,1.2342564
1.407088e6,0.8795956,1.0440795
1.407089e6,1.2268267,1.3384136
1.40709e6,0.39757603,0.6622218
1.407091e6,,
1.407092e6,0.34792632,0.66746646
1.407093e6,0.86798704,0.88895655
1.407094e6,1.0564783,1.3009232
1.407095e6,0.9378001,1.0681701
1.407096e6,0.9904546,1.29378
1.407097e6,1.057058,1.3515385
1.407098e6,1.2385808,1.431152
1.407099e6,0.27824774,0.5777815
1.4071e6,0.5821123,0.96829706
1.407101e6,0.54733783,0.996735
1.407103e6,0.88250905,1.4135219
1.407104e6,0.28065333,0.78235906
1.407105e6,1.0314319,1.3669156
1.407106e6,1.3574564,1.6978791
1.408001e6,1.1701198,1.2789214
1.408002e6,0.7110098,0.92033535
1.408003e6,0.38503483,0.5622259
1.408004e6,1.8694996,1.6450208
1.408005e6,1.3688793,1.3478911
1.408006e6,1.1943065,1.361983
1.408007e6,0.7838997,0.9286551
1.408008e6,0.8705807,0.990418
1.408009e6,1.0637743,1.1783373
1.40801e6,0.6797907,0.9712542
1.408011e6,1.3321187,1.3997828
1.408012e6,1.2268846,1.3978254
1.408013e6,1.1080319,1.3212669
1.408014e6,1.1308494,1.359777
1.408015e6,0.645385,0.9086999
1.408016e6,0.8399512,1.0564827
1.408017e6,0.9273559,1.1072271
1.408018e6,0.82848376,1.0521036
1.408019e6,0.891372,0.9778393
1.40802e6,0.63207436,0.9273106
1.408021e6,1.5440239,1.7155217
1.408022e6,0.6933698,1.0704657
1.408023e6,0.5789376,0.99991596
1.408024e6,0.409649,0.793829
1.408025e6,0.7138209,1.0501562
1.408026e6,0.91338825,1.2258902
1.408027e6,0.8237971,1.0199752
1.408028e6,0.49040914,0.81319827
1.408029e6,0.5160272,0.8604043
1.40803e6,0.5619631,0.90340227
1.408031e6,1.1114458,1.2707057
1.408032e6,0.5766012,0.9632737
1.408033e6,0.5702516,0.802978
1.408034e6,0.746478,1.1737052
1.408035e6,0.7912376,1.0594524
1.408036e6,0.74210316,0.9866922
1.408037e6,0.6468508,0.971846
1.408038e6,1.2846597,1.4383372
1.408039e6,1.0381407,1.3578538
1.40804e6,0.8453843,1.2930413
1.408041e6,0.71970785,0.9257326
1.408042e6,0.7380317,0.8825094
1.408043e6,1.8151666,1.7005413
1.408044e6,1.0340412,1.1921753
1.408045e6,1.8750768,1.4855626
1.408046e6,1.1169745,1.3607155
1.408047e6,0.64169925,0.7679448
1.408048e6,1.6783884,1.5701271
1.408049e6,0.97038776,1.1305532
1.40805e6,1.2024202,1.5559793
1.408052e6,0.71148026,0.9306416
1.408053e6,1.3462608,1.2558118
1.408054e6,1.6033226,1.4792286
1.408055e6,1.8646945,1.7406726
1.408056e6,1.6245649,1.5054249
1.408057e6,1.1117388,1.338185
1.408058e6,2.0394168,1.7394277
1.408059e6,0.96697104,1.1868879
1.40806e6,0.8925939,0.98959374
1.408061e6,1.1973393,1.4075094
1.408062e6,2.3788674,1.8252361
1.408063e6,0.9521395,0.95928675
1.408064e6,1.460194,1.5752538
1.408065e6,1.3256598,1.3655328
1.408066e6,1.0969698,1.0666155
1.408067e6,1.8946486,1.6764771
1.408068e6,1.1917092,1.0972208
1.408069e6,0.874552,0.92990637
1.40807e6,1.6561302,1.3988446
1.408071e6,0.565819,0.8810762
1.408072e6,0.8846396,0.9947312
1.408073e6,0.81329334,0.87038237
1.408074e6,1.0050142,1.1673722
1.408075e6,0.87102264,1.0115162
1.408076e6,0.6131959,1.0005729
1.408077e6,0.56407285,0.98351026
1.408078e6,,
1.408079e6,0.7199332,1.1186191
1.40808e6,0.80343646,1.1152071
1.408081e6,0.73044837,1.0356811
1.408082e6,0.7495478,0.9012317
1.408083e6,0.8785597,1.1265438
1.408084e6,0.81075525,1.0266582
1.408085e6,0.6147858,0.7808547
1.408086e6,0.97058,1.0300578
1.408087e6,2.2356114,2.3909504
1.408088e6,2.1198716,2.0977502
1.408089e6,1.0436919,1.2096946
1.40809e6,1.4966375,1.4212562
1.408091e6,2.2941535,2.0399492
1.408092e6,2.6368244,2.3326416
1.408093e6,1.1868137,1.2744426
1.408094e6,0.8859305,0.80214876
1.408095e6,1.0052146,0.9340889
1.408096e6,1.1716802,1.3485991
1.408097e6,2.4068103,1.928505
1.408098e6,0.9200899,1.0309885
1.408099e6,0.9578519,1.0965271
1.4081e6,1.5513111,1.6213657
1.408101e6,0.8393904,0.964111
1.408102e6,0.68530387,0.9960688
1.408103e6,0.7261625,0.98386824
1.408104e6,0.92752856,1.0868912
1.408105e6,0.8110615,1.1589156
1.408106e6,1.6923964,1.5222226
1.408107e6,0.7754936,1.0359573
1.408108e6,0.6753398,0.882019
1.408109e6,1.7402949,1.7084206
1.40811e6,1.0114092,1.0284042
1.408111e6,2.1169763,1.8193277
1.408112e6,0.84400976,0.8397526
1.408113e6,0.933187,0.9391848
1.408114e6,1.4253167,1.1126918
1.408115e6,0.40445057,0.5132752
1.408116e6,2.293438,1.9067496
1.408117e6,2.3267126,2.0026557
1.408118e6,2.218357,1.9778471
1.408119e6,1.4188101,1.2804294
1.40812e6,3.3291998,2.6767716
1.408121e6,2.216671,1.7307146
1.408122e6,1.4615685,1.3588607
1.408123e6,0.98455507,1.2089216
1.408124e6,1.6312876,1.6016184
1.408125e6,0.9246546,1.1424215
1.408126e6,0.8089108,1.1249945
1.408127e6,2.255057,1.7393085
1.408128e6,1.0224898,1.1440572
1.408129e6,1.4138211,1.4453747
1.40813e6,1.5275795,1.4302238
1.408131e6,0.69291407,0.8979761
1.408132e6,1.2398833,1.384536
1.408133e6,1.7165103,1.64028
1.408134e6,2.437599,2.1132524
1.408135e6,0.8487869,1.0052003
1.408136e6,1.2878321,1.2564815
1.408137e6,0.91352797,1.016115
1.408138e6,1.1922619,1.1281623
1.408139e6,3.2037828,2.394271
1.40814e6,1.2987027,1.3590595
1.408141e6,0.6772455,1.06159
1.408142e6,1.3591526,1.6541711
1.408143e6,1.4868268,1.7718985
1.408144e6,1.4031929,1.6837026
1.408145e6,1.2286263,1.595254
1.408146e6,1.9231913,1.7245015
1.408147e6,1.425944,1.5352728
1.408148e6,2.8339484,2.2765791
1.409001e6,0.24990548,0.18526272
1.409002e6,0.6843286,0.38501477
1.409003e6,0.64906687,0.3372044
1.409004e6,1.2772467,0.64582556
1.409005e6,0.5414378,0.32516864
1.409006e6,0.50246876,0.32653558
1.409007e6,0.27651232,0.22870308
1.409008e6,0.5197827,0.29379812
1.409009e6,0.22415252,0.18977477
1.40901e6,0.6075422,0.31417918
1.409013e6,0.42703745,0.22471242
1.409014e6,0.65227985,0.43052715
1.409015e6,0.9006627,0.6454004
1.409016e6,0.55449957,0.39844435
1.409017e6,0.2641258,0.2350069
1.409018e6,0.18308295,0.18579215
1.40902e6,0.34968993,0.2947166
1.409021e6,0.46439043,0.3111815
1.409022e6,0.45757264,0.334114
1.409023e6,0.80224234,0.47388583
1.409024e6,0.758739,0.47636905
1.409025e6,0.48465663,0.33972415
1.409026e6,0.68842393,0.46023136
1.409027e6,0.72658217,0.55310214
1.409028e6,0.7332314,0.52363026
1.409029e6,0.5554294,0.41014674
1.409031e6,0.6687691,0.49620682
1.409032e6,0.5831528,0.42341974
1.409033e6,0.26072425,0.2446427
1.409034e6,1.0612935,0.64632213
1.409035e6,0.46830726,0.44254133
1.409036e6,0.43505985,0.3348858
1.409038e6,0.68193114,0.43567115
1.409039e6,0.6748479,0.48454687
1.40904e6,0.8414666,0.58464307
1.409041e6,0.49168676,0.3161265
