hhid,TFPRfe,TFPQfe
3.205019e6,2.0477142,1.685395
3.20502e6,2.6385074,1.9183757
3.205021e6,0.7896339,1.0674615
3.205022e6,1.513428,1.4949082
3.205023e6,1.346892,1.313193
3.205024e6,2.1456335,1.9267454
3.205025e6,3.5949152,2.3051786
3.205026e6,1.2011561,1.2076843
3.205027e6,3.086508,2.121022
3.205028e6,1.735401,1.5070087
3.205029e6,2.8062117,1.7593417
3.20503e6,2.9722114,2.114245
3.205031e6,1.7167364,1.5089478
3.205032e6,1.3998494,1.5176715
3.205033e6,2.8824942,2.0982404
3.205034e6,1.971516,1.781183
3.205035e6,1.4866275,1.6234658
3.205036e6,2.7576876,2.0267375
3.205037e6,1.3732504,1.4141763
3.205038e6,2.5985563,1.8649436
3.205039e6,3.9777205,2.597956
3.20504e6,1.4463573,1.398389
3.205041e6,1.3495345,1.4151474
3.205042e6,3.0329452,2.2107346
3.205043e6,3.4034224,2.2149718
3.205044e6,2.8905334,2.002827
3.205045e6,2.9991527,2.3304477
3.205046e6,0.84713334,1.0687289
3.205047e6,1.337845,1.4177475
3.205048e6,2.2189572,1.859135
3.205049e6,1.2501291,1.3483503
3.20505e6,2.8562665,2.022024
3.205051e6,2.8584983,1.8919666
3.205052e6,3.1371334,2.1145985
3.205053e6,1.1532674,1.2244688
3.205054e6,2.6005151,1.8942993
3.205055e6,1.0379461,1.1230972
3.205056e6,3.2267299,2.1354535
3.205057e6,3.1444614,2.2063022
3.205058e6,3.7886848,2.4941018
3.205059e6,3.681885,2.3041463
3.20506e6,3.5921726,2.2488613
3.205061e6,3.6649997,2.4821289
3.205062e6,2.1969235,1.7203617
3.205063e6,2.919381,2.0009956
3.205064e6,2.2209337,1.7073096
3.205065e6,2.0346193,1.6866282
3.205066e6,1.9444456,1.6375557
3.205067e6,2.9733605,2.1307542
3.205068e6,2.6192102,1.8772664
3.205069e6,1.970189,1.4960036
3.20507e6,5.1016545,3.4388413
3.205071e6,4.530206,2.6086204
3.205072e6,3.7408116,2.25346
3.205073e6,4.3112335,2.4265964
3.205074e6,5.25353,2.8180315
3.205075e6,3.5593925,2.0581062
3.205076e6,3.0690613,2.155719
3.205077e6,3.7848203,2.26461
3.205078e6,3.007121,2.028438
3.205079e6,2.334081,1.6994467
3.20508e6,4.425657,2.4876287
3.205081e6,3.9049206,2.1889713
3.205082e6,4.1738076,2.8058355
3.205083e6,4.520554,2.7221959
3.205084e6,1.628745,1.3384665
3.205085e6,5.193226,2.86571
3.205086e6,5.631208,3.0694776
3.205087e6,4.3326106,2.3782732
3.205088e6,3.9893389,2.2884023
3.205089e6,2.991656,1.9382939
3.20509e6,4.7042203,2.4973042
3.205091e6,3.490373,2.044827
3.205092e6,1.0383956,1.0595268
3.205093e6,1.9550074,1.5347015
3.205094e6,3.0439596,1.7531672
3.205095e6,3.9542131,2.1040192
3.205096e6,3.2419086,1.8718997
3.205097e6,2.5785618,1.6012672
3.205098e6,2.5642576,1.5382526
3.205099e6,1.1299586,1.0290118
3.2051e6,0.9212481,1.0390159
3.206001e6,2.316918,2.091807
3.206002e6,3.0355716,1.825243
3.206003e6,1.4025708,1.5837293
3.206004e6,4.2008386,2.7754023
3.206005e6,3.1990604,2.3136566
3.206006e6,3.5978403,2.661262
3.206007e6,1.454992,1.676652
3.206008e6,2.9631193,2.4709857
3.206009e6,1.3036813,1.6276575
3.20601e6,3.8192673,2.5716093
3.206011e6,2.040993,1.8153644
3.206012e6,2.8783743,2.1584291
3.206013e6,3.6170943,2.7595778
3.206014e6,4.1466637,3.0030167
3.206015e6,0.9417319,1.3112512
3.206016e6,4.5910916,2.893155
3.206017e6,2.023455,1.5443606
3.206018e6,3.4561272,2.500413
3.206019e6,2.252831,1.9508306
3.20602e6,4.216774,3.051624
3.206021e6,3.1036065,2.4057305
3.206022e6,2.9412453,2.2777874
3.206023e6,2.5229733,1.978968
3.206024e6,3.3647976,2.3680027
3.206025e6,3.3178418,2.3294525
3.206026e6,6.1919527,3.2163846
3.206027e6,3.7357178,2.3049114
3.206028e6,3.4166234,2.3842921
3.206029e6,1.1210681,1.3531175
3.20603e6,3.9425914,2.53832
3.206031e6,3.1436572,2.3753881
3.206032e6,1.9410139,1.82805
3.206033e6,1.8255092,1.9366869
3.206034e6,6.0540853,3.7629206
3.206035e6,3.0536695,2.6528316
3.206036e6,2.150264,1.7727894
3.206037e6,2.1429386,1.81796
3.206038e6,0.3282714,0.71806467
3.206039e6,2.4270818,2.3513722
3.20604e6,5.2057285,3.2265127
3.206041e6,2.9373112,2.6104136
3.206042e6,1.4336216,1.7244128
3.206043e6,2.0160117,1.851886
3.206044e6,1.2586869,1.5174316
3.206045e6,5.4158316,3.7510092
3.206046e6,3.1721983,2.3476322
3.206047e6,4.0643525,3.1615126
3.206048e6,1.5981805,1.6227019
3.206049e6,3.411671,2.7311757
3.20605e6,3.3296702,2.5549607
3.206051e6,3.5486593,2.7700746
3.206052e6,1.5424474,1.8450825
3.206053e6,3.2653716,2.923182
3.206054e6,4.5314217,3.1536467
3.206055e6,4.509135,3.0953808
3.206056e6,3.2690942,2.819812
3.206057e6,2.8388247,2.3602362
3.206058e6,5.380542,3.529208
3.206059e6,5.099201,3.5339837
3.20606e6,2.9604077,2.3985198
3.206061e6,2.604401,2.1553864
3.206062e6,3.0785987,2.4239445
3.206063e6,1.6852772,1.8317523
3.206064e6,3.747637,2.6808796
3.206065e6,1.9215734,1.6987164
3.206066e6,2.926627,2.5687013
3.206067e6,3.1917126,2.6754575
3.206068e6,1.7232906,1.5920957
3.206069e6,5.855347,3.4239616
3.20607e6,2.6934814,2.399642
3.206071e6,3.4520829,2.8276443
3.206072e6,1.6536207,1.7370958
3.206073e6,1.506464,1.4377503
3.206074e6,1.4736544,1.9751194
3.206076e6,2.6280715,2.1039517
3.206077e6,1.7917866,1.7022023
3.206078e6,6.049674,3.2262115
3.20608e6,2.9523077,2.6882815
3.206081e6,7.907787,3.8007662
3.206082e6,,
3.206083e6,,
3.206084e6,4.721427,3.4943297
3.206085e6,2.713407,2.2787142
3.206086e6,4.706228,3.2797384
3.206087e6,1.5558118,1.3918253
3.206088e6,4.8249345,3.2887042
3.206089e6,4.2067413,2.8265107
3.20609e6,1.8270689,1.7097578
3.207001e6,1.1779685,1.1974227
3.207002e6,1.3001064,1.1153154
3.207003e6,1.2595558,1.1279515
3.207004e6,0.9280547,1.0561384
3.207005e6,2.003568,1.6318609
3.207006e6,3.2897666,1.8235153
3.207007e6,3.6084325,1.8702998
3.207008e6,1.8953485,1.3802658
3.207009e6,1.3107291,1.0516105
3.20701e6,1.6844255,1.1455764
3.207011e6,2.7018895,1.800697
3.207012e6,1.6345806,1.4195411
3.207013e6,1.5050607,1.337346
3.207014e6,1.691842,1.414332
3.207015e6,1.3521607,1.293545
3.207016e6,1.5629746,1.2100149
3.207017e6,1.5022055,1.1601151
3.207018e6,2.378505,1.4347123
3.207019e6,1.4440017,0.9993012
3.20702e6,2.1745648,1.278892
3.207021e6,1.5549567,1.1389252
3.207022e6,3.375611,1.7868395
3.207023e6,2.6059196,1.6498569
3.207024e6,2.167508,1.4927154
3.207025e6,2.5691674,1.5906518
3.207026e6,1.3687418,1.1534648
3.207027e6,1.706122,1.3363336
3.207028e6,3.0195496,1.7103109
3.207029e6,2.002173,1.4623832
3.20703e6,2.1764746,1.4776623
3.207031e6,1.0270079,1.0401567
3.207032e6,3.577046,2.2162554
3.207033e6,1.2850295,1.2028488
3.207034e6,0.83259004,0.9918371
3.207035e6,1.9677134,1.4913788
3.207036e6,2.5877728,1.953606
3.207037e6,1.0594372,1.1121597
3.207038e6,0.8307017,1.0159009
3.207039e6,0.8147501,1.018442
3.20704e6,1.5540849,1.4112941
3.207041e6,0.87152445,0.9069638
3.207042e6,2.6062777,1.6946691
3.207043e6,2.4756093,1.6611841
3.207044e6,1.197564,1.1374632
3.207045e6,0.60820687,0.8189543
3.207046e6,0.64474195,0.8215035
3.207047e6,0.71731114,0.87377906
3.207048e6,0.95948,1.0022018
3.207049e6,2.5210116,1.7067968
3.20705e6,0.91072184,0.994133
3.207051e6,1.6705779,1.9700867
3.207052e6,2.2904305,1.7768065
3.207053e6,2.6260176,1.8849558
3.207054e6,1.0448558,1.1025815
3.207055e6,3.0164876,2.0139577
3.207056e6,1.9777054,1.9126368
3.207057e6,3.205408,2.524791
3.207058e6,2.800365,2.1549227
3.207059e6,1.810098,1.644761
3.20706e6,1.6095484,1.6155001
3.207061e6,2.2286637,1.79248
3.207062e6,0.91809064,1.147163
3.207063e6,3.7998574,3.1194756
3.207064e6,1.8824459,1.7588619
3.207065e6,1.6053935,1.5556868
3.207066e6,1.4992756,1.2327235
3.207067e6,3.2681057,2.0286517
3.207068e6,1.1225013,0.97241604
3.207069e6,0.74353117,0.9461104
3.20707e6,1.7727028,1.4154072
3.207071e6,1.7492573,1.4327046
3.207072e6,1.6103213,1.3673458
3.207073e6,1.2878747,1.1864302
3.207074e6,2.262585,2.2103095
3.207075e6,3.0454564,1.9127699
3.207076e6,3.35175,2.039362
3.207077e6,1.762861,1.4291017
3.207078e6,1.4747684,1.2703738
3.207079e6,2.0301723,1.5638217
3.20708e6,2.0043385,1.5292425
3.207081e6,2.0247488,1.398933
3.207082e6,1.0277051,1.1613744
3.207083e6,0.7379796,0.88961285
3.207084e6,1.321033,1.323811
3.207085e6,1.3932325,1.3599026
3.207086e6,2.341922,1.4003991
3.207087e6,1.1162268,1.0262592
3.207088e6,1.2097899,1.0959046
3.207089e6,1.4522417,1.1763026
3.20709e6,1.1698384,1.1979299
3.207091e6,1.2216815,1.2220545
3.207092e6,1.1089791,1.1806307
3.207093e6,1.1855558,1.0248137
3.207094e6,2.4625838,1.6686108
3.207095e6,2.0912764,1.7052513
3.207096e6,1.6611743,1.4647932
3.207097e6,2.2937028,1.6483067
3.207098e6,1.2248279,1.2452042
3.207099e6,2.120065,1.5661794
3.2071e6,1.6323292,1.5599946
3.207101e6,0.8808834,0.98941106
3.207102e6,1.285608,1.3152994
3.207103e6,1.6441562,1.5835547
3.207104e6,2.5993931,1.9216188
3.207105e6,1.7852108,1.6772873
3.207111e6,1.5816649,1.6430035
3.207112e6,1.3077745,1.4607602
3.207113e6,1.2532678,1.4724566
3.207114e6,3.1989198,2.5010738
3.207115e6,1.374076,1.5608838
3.207116e6,0.8070234,1.1406505
3.207118e6,1.226459,1.3731841
3.207119e6,1.4340749,1.5535756
3.20712e6,4.086271,2.9984934
3.208001e6,1.7765328,1.6850841
3.208002e6,1.2737708,1.540195
3.208003e6,1.032114,1.3492869
3.208004e6,1.6603767,1.7631342
3.208005e6,1.7688103,1.7020497
3.208006e6,1.8978437,1.8331525
3.208007e6,1.6877626,1.7428906
3.208008e6,0.9722343,1.2614708
3.208009e6,0.73560697,1.0484822
3.20801e6,1.0303102,1.3242636
3.208011e6,1.0327398,1.0728611
3.208012e6,1.1947831,1.1383697
3.208013e6,1.1076665,1.079639
3.208014e6,1.4212172,1.2943051
3.208015e6,1.3339792,1.2955737
3.208016e6,1.1817698,1.2109593
3.208017e6,1.1966156,1.2090409
3.208018e6,1.2537675,1.2044859
3.208019e6,0.9593042,1.0119572
3.20802e6,1.5893021,1.3495009
3.208021e6,1.6153659,1.6809965
3.208022e6,2.1849911,1.9394801
3.208023e6,1.4741646,1.4996889
3.208024e6,1.5934467,1.5823082
3.208025e6,1.5309746,1.6577225
3.208026e6,1.3531111,1.4335812
3.208027e6,1.0711552,1.2873563
3.208028e6,1.126162,1.3725446
3.208029e6,1.8522125,1.689712
3.20803e6,1.0658791,1.3251762
3.208031e6,1.8940597,1.5352578
3.208032e6,1.4918867,1.3241805
3.208034e6,0.94906694,1.0280715
3.208035e6,0.68925625,0.86752534
3.208036e6,0.7897009,0.9401284
3.208037e6,1.2721989,1.2468613
3.208038e6,1.7000731,1.4958451
3.208039e6,1.4280939,1.311622
3.20804e6,1.0069644,1.1060069
3.208041e6,1.4749578,1.2857547
3.208042e6,1.3908836,1.2691828
3.208043e6,1.56117,1.3576199
3.208044e6,1.4001188,1.2250173
3.208045e6,1.1007841,1.0782335
3.208046e6,2.3611062,1.6586363
3.208047e6,2.1373284,1.5268278
3.208048e6,1.5819536,1.3735431
3.208049e6,2.4956107,1.6585987
3.20805e6,2.5902593,1.8084728
3.208051e6,1.2200935,1.1927516
3.208052e6,1.6110017,1.2512966
3.208053e6,1.4190259,1.2913795
3.208054e6,0.90391845,0.9638863
3.208055e6,0.7720026,0.9265099
3.208056e6,1.4466541,1.2584674
3.208057e6,1.4353727,1.2651072
3.208058e6,1.1977385,1.1996574
3.208059e6,1.0096658,1.0645224
3.20806e6,1.1710556,1.1514982
3.209001e6,0.53063697,1.0622721
3.209002e6,0.5640837,1.0559595
3.209003e6,0.4994501,0.8989308
3.209004e6,0.6312441,1.0292432
3.209005e6,0.54040986,1.0457268
3.209006e6,0.82406735,1.2916012
3.209007e6,0.76822877,1.1913701
3.209008e6,0.757009,1.2428224
3.209009e6,0.9312383,1.4031961
3.20901e6,0.71848017,1.1448531
3.209011e6,0.5904541,0.9974936
3.209012e6,0.67234164,1.1668673
3.209013e6,0.7006442,1.2069715
3.209014e6,0.40900356,0.78209215
3.209015e6,0.7075962,1.1396275
3.209016e6,0.7094067,1.2567393
3.209017e6,0.6203904,0.8941382
3.209018e6,0.3920786,0.67698824
3.209019e6,0.94050384,1.3073516
3.20902e6,0.7599401,1.1930847
3.209021e6,0.5683814,0.94983953
3.209022e6,0.6653458,1.0180936
3.209023e6,0.7468401,1.2436842
3.209024e6,0.7210645,1.1426402
3.209025e6,0.85059386,1.254421
3.209026e6,0.60795003,0.9210892
3.209027e6,0.41236585,0.68040985
3.209028e6,0.7978798,1.1959734
3.209029e6,0.66573876,1.0948135
3.20903e6,0.70002246,1.1561806
3.209031e6,0.52182704,0.7960029
3.209032e6,0.4379197,0.8760025
3.209033e6,0.6078919,0.9910204
3.209034e6,0.7302129,1.1429112
3.209035e6,0.7502104,1.1430973
3.209036e6,0.6022789,1.0197108
3.209037e6,0.6711581,1.0921539
3.209038e6,0.5707905,1.0537274
3.209039e6,0.7861395,1.2080305
3.20904e6,0.6088279,1.0179328
3.209041e6,0.9371853,1.2540022
3.209042e6,0.93537515,1.5032457
3.209043e6,0.6084157,0.99020493
3.209044e6,0.7713548,1.1875513
3.209045e6,0.8676051,1.4832933
3.209046e6,0.62101525,1.0211699
3.209047e6,0.7897409,1.1497495
3.209048e6,0.6833055,1.094542
3.209049e6,0.47019917,0.94113135
3.20905e6,0.44556624,0.8786851
3.209051e6,0.570727,0.97467554
3.209052e6,0.6522101,1.0721503
3.209053e6,0.6087738,1.068348
3.209054e6,0.7503202,1.2858267
3.209055e6,0.8310683,1.305235
3.209056e6,0.5699451,0.88413435
3.209057e6,0.70718044,1.0950023
3.209058e6,0.6165164,1.0203061
3.209059e6,1.03742,1.2717661
3.20906e6,0.8330622,1.1828438
3.209061e6,0.60535413,1.3115886
3.209062e6,0.4972153,0.8807182
3.209063e6,3.6067274,3.0813382
3.209064e6,3.976004,3.3133523
3.209065e6,2.8295612,2.3580475
3.20907e6,3.3592901,3.1700752
3.209071e6,3.4745862,2.8089302
3.209072e6,3.2729025,2.6638544
3.209073e6,2.4250116,2.4101324
3.209074e6,3.878899,2.8604822
3.209075e6,3.8548734,2.8427646
3.209077e6,3.3295372,2.7520022
3.209078e6,3.9393647,2.905074
3.209079e6,3.8401468,2.9725366
3.20908e6,3.549339,3.2377734
3.210001e6,1.3460562,1.3250872
3.210002e6,1.5956498,1.5580178
3.210003e6,1.1640271,1.2845119
3.210004e6,2.5976353,2.2814684
3.210005e6,0.89968544,0.9402742
3.210006e6,1.3755181,1.4491113
3.210007e6,0.7744778,1.023777
3.210008e6,0.41487786,0.886822
3.210009e6,1.0296026,1.2453662
3.21001e6,1.1410339,1.3459772
3.210011e6,1.7104397,1.7761865
3.210012e6,0.9643194,1.1879205
3.210013e6,0.6661415,1.2209605
3.210014e6,1.129605,1.403368
3.210015e6,0.8179558,1.1002392
3.210016e6,1.1224645,1.2725712
3.210017e6,1.1968095,1.515261
3.210018e6,1.1460229,1.3257583
3.210019e6,0.47441787,0.73716384
3.21002e6,1.2457188,1.3624606
3.210021e6,1.0590736,1.3185797
3.210022e6,1.0562598,1.2716537
3.210023e6,0.93612504,1.234851
3.210024e6,1.746362,1.82754
3.210025e6,0.9594259,1.1757379
3.210026e6,0.97525954,1.1487631
3.210027e6,1.5175006,1.4414605
3.210028e6,0.8891747,1.1518925
3.210029e6,0.92986745,1.1660459
3.21003e6,0.79115725,1.0359418
3.210031e6,0.98698276,1.2319409
3.210032e6,1.1834717,1.3231397
3.210033e6,1.0448978,1.2117867
3.210034e6,1.025656,1.2648212
3.210035e6,1.0335945,1.1168019
3.210036e6,1.0981029,1.2653992
3.210037e6,1.0802755,1.2404448
3.210038e6,1.1135857,1.3152217
3.210039e6,1.007131,1.2438354
3.21004e6,1.2101202,1.3933465
3.210041e6,3.6245415,2.5648026
3.210042e6,0.7841786,1.1214625
3.210043e6,0.9960253,1.262539
3.210044e6,1.6128963,1.6173276
3.210045e6,1.3884085,1.4295822
3.210046e6,0.56332695,0.75234634
3.210047e6,0.9075872,1.2813269
3.210048e6,0.90656114,1.191333
3.210049e6,1.4932301,1.51303
3.21005e6,0.8034313,1.1304951
3.210051e6,1.5629872,1.6084764
3.210052e6,0.6450144,0.8803899
3.210053e6,0.84372276,1.2169775
3.210054e6,0.80431265,1.4886765
3.210055e6,0.5803844,0.9808445
3.210056e6,0.786989,0.84762114
3.210057e6,1.1153554,1.1926523
3.210058e6,1.0652363,1.168472
3.210059e6,1.2229166,1.1754769
3.21006e6,0.99730337,1.0675824
3.210061e6,0.957495,1.1330603
3.210062e6,0.9233698,1.187575
3.210063e6,1.7109311,1.6182897
3.210064e6,1.5835488,1.5965931
3.210065e6,1.7943908,1.4515237
3.210066e6,1.0524698,1.7522423
3.210067e6,0.88209367,1.6366982
3.210068e6,0.8673512,1.261931
3.210069e6,1.0064919,1.5378774
3.21007e6,1.0532148,1.9035426
3.211001e6,,
3.211002e6,,
3.211003e6,,
3.211004e6,,
3.211005e6,,
3.211006e6,,
3.211007e6,,
3.211008e6,,
3.211009e6,,
3.21101e6,,
3.211011e6,,
3.211012e6,,
3.211013e6,,
3.211014e6,,
3.211015e6,,
3.211016e6,,
3.211017e6,,
3.211018e6,,
3.211019e6,,
3.21102e6,,
3.211021e6,,
3.211022e6,,
3.211023e6,,
3.211024e6,,
3.211025e6,,
3.211026e6,,
3.211027e6,,
3.211028e6,,
3.211029e6,,
3.21103e6,,
3.211031e6,,
3.211032e6,,
3.211033e6,,
3.211034e6,,
3.211035e6,,
3.211036e6,,
3.211037e6,,
3.211038e6,,
3.211039e6,,
3.21104e6,,
3.212001e6,,
3.212002e6,,
3.212003e6,,
3.212004e6,,
3.212005e6,,
3.212006e6,,
3.212007e6,,
3.212008e6,,
3.212009e6,,
3.21201e6,,
3.212011e6,,
3.212012e6,,
3.212013e6,,
3.212014e6,,
3.212015e6,,
3.212016e6,,
3.212017e6,,
3.212018e6,,
3.21202e6,,
3.212021e6,,
3.212022e6,,
3.212023e6,,
3.212024e6,,
3.212025e6,,
3.212026e6,,
3.212027e6,,
3.212028e6,,
3.212029e6,,
3.21203e6,,
3.212031e6,,
3.212032e6,,
3.212033e6,,
3.212034e6,,
3.212035e6,,
3.212036e6,,
3.212037e6,,
3.212038e6,,
3.212039e6,,
3.21204e6,,
3.212041e6,,
3.212042e6,,
3.212043e6,,
3.212044e6,,
3.212045e6,,
3.212046e6,,
3.212047e6,,
3.212048e6,,
3.212049e6,,
3.21205e6,,
3.212051e6,,
3.212052e6,,
3.212053e6,,
3.212054e6,,
3.212055e6,,
3.212056e6,,
3.212057e6,,
3.212058e6,,
3.212059e6,,
3.21206e6,,
3.212061e6,,
3.212062e6,,
3.213001e6,,
3.213002e6,,
3.213003e6,,
3.213004e6,,
3.213005e6,,
3.213006e6,,
3.213007e6,,
3.213008e6,,
3.213009e6,,
3.21301e6,,
3.213011e6,,
3.213012e6,,
3.213013e6,,
3.213014e6,,
3.213015e6,,
3.213016e6,,
3.213017e6,,
3.213018e6,,
3.213019e6,,
3.21302e6,,
3.213021e6,,
3.213022e6,,
3.213023e6,,
3.213024e6,,
3.213025e6,,
3.213026e6,,
3.213027e6,,
3.213028e6,,
3.213029e6,,
3.21303e6,,
3.213031e6,,
3.213032e6,,
3.213033e6,,
3.213034e6,,
3.213035e6,,
3.213036e6,,
3.213037e6,,
3.213038e6,,
3.213039e6,,
3.21304e6,,
3.213041e6,,
3.213042e6,,
3.213043e6,,
3.213044e6,,
3.213045e6,,
3.213051e6,,
3.213052e6,,
3.213053e6,,
3.301001e6,2.1308439,1.3398951
3.301002e6,0.4004165,0.662734
3.301003e6,0.86346895,1.0883775
3.301004e6,0.14988773,0.3828221
3.301005e6,0.7348827,0.9027278
3.301006e6,0.29288554,0.65203553
3.301007e6,0.19589347,0.46668673
3.301009e6,1.9262738,1.4026653
3.30101e6,0.7009328,0.93298644
3.301011e6,0.85417295,0.8422201
3.301012e6,1.705019,1.3855604
3.301013e6,0.50045496,0.7829774
3.301014e6,0.40757892,0.6754002
3.301015e6,0.73310775,0.9474597
3.301016e6,0.3924828,0.5724719
3.301017e6,0.43654835,0.68952304
3.301018e6,1.6051674,1.2885904
3.301019e6,1.5961329,1.3900989
3.30102e6,0.2664536,0.49333614
3.301021e6,2.2322555,2.1167736
3.301022e6,0.35962677,0.58751744
3.301023e6,0.4356772,0.72602576
3.301024e6,0.83603185,0.81697303
3.301025e6,0.33035582,0.4586478
3.301026e6,0.35103858,0.595252
3.301027e6,0.92256165,0.950823
3.301028e6,1.4484358,1.39743
3.301029e6,0.35780507,0.64432967
3.30103e6,0.33716124,0.574409
3.301031e6,1.206393,1.0755631
3.301032e6,1.2772377,1.1272215
3.301033e6,0.96433747,1.2629502
3.301034e6,1.0632726,1.0038295
3.301035e6,2.2424107,1.4819292
3.301036e6,1.3362086,0.9169637
3.301037e6,1.1096203,0.9377616
3.301038e6,1.4969652,1.1678613
3.301039e6,1.4625099,1.1407999
3.30104e6,0.83169883,0.9120902
3.301041e6,0.8006135,0.8418631
3.301042e6,0.91086495,0.946127
3.301043e6,0.11264848,0.22057836
3.301044e6,1.8657904,1.4896389
3.301045e6,1.4409838,1.3510349
3.301046e6,0.58600444,0.84453243
3.301047e6,0.98125374,0.95328325
3.301048e6,0.13896547,0.32916218
3.301049e6,0.7897394,0.99195343
3.30105e6,1.50289,1.6101166
3.301052e6,0.52515095,0.62660056
3.302001e6,0.46236533,0.80749047
3.302002e6,0.7037374,1.0135305
3.302003e6,0.62532693,1.1681076
3.302004e6,0.35511166,0.74761796
3.302005e6,0.83702,1.1244757
3.302006e6,1.1549543,1.5823723
3.302007e6,0.56982106,1.1594459
3.302008e6,0.44251046,0.8520297
3.302009e6,0.7565626,1.186002
3.30201e6,0.8731657,1.3015381
3.302011e6,1.0315455,1.3535191
3.302012e6,0.9807834,1.336172
3.302013e6,0.66175574,1.265194
3.302014e6,1.2511178,1.733491
3.302015e6,1.0929953,1.5119555
3.302016e6,0.46126354,0.8215772
3.302017e6,0.5180837,1.0170643
3.302018e6,0.9003231,1.110525
3.302019e6,0.8993659,1.2882497
3.30202e6,0.9428342,1.2416629
3.302021e6,1.4612231,1.8788041
3.302022e6,0.8221033,1.1308419
3.302023e6,0.5155925,1.0002435
3.302024e6,0.9507084,1.3132327
3.302025e6,0.40668887,0.6724081
3.302026e6,0.9573063,1.3267622
3.302027e6,0.6624073,1.091048
3.302028e6,0.9193052,1.3364289
3.302029e6,1.0993673,1.4187888
3.30203e6,0.35183924,0.6223002
3.302031e6,0.38411534,0.69957453
3.302032e6,0.77308625,1.1275351
3.302033e6,0.3452782,0.7068879
3.302034e6,0.9615148,1.2931381
3.302035e6,0.6657194,1.040525
3.302036e6,0.80946976,1.132067
3.302037e6,0.76401556,0.9665131
3.302038e6,1.0580763,1.3567716
3.302039e6,1.1611822,1.2978685
3.30204e6,1.2105424,2.0159514
3.302041e6,0.7074448,1.0959076
3.302042e6,0.35890076,0.7148048
3.302043e6,0.4840729,0.90584385
3.302044e6,0.63292485,1.1056596
3.302045e6,0.69532865,1.2407327
3.302046e6,0.59415215,0.95532566
3.302047e6,1.0228511,1.359639
3.302048e6,0.9318653,1.3609948
3.302049e6,0.65605366,0.95898765
3.30205e6,0.39439553,0.7574647
3.303001e6,1.4677429,1.7179153
3.303002e6,0.7690919,1.2813867
3.303003e6,1.0778409,1.3577728
3.303004e6,1.2248228,1.4802005
3.303005e6,,
3.303006e6,2.1197274,2.7027798
3.303007e6,2.1462789,1.8752754
3.303008e6,1.1695656,1.6354666
3.303009e6,1.4697034,1.6415343
3.30301e6,1.9152975,2.0473905
3.303011e6,1.6481092,1.7228864
3.303012e6,0.9454276,1.2859582
3.303013e6,2.3222575,2.0042078
3.303014e6,3.06938,3.3510208
3.303015e6,1.1529061,1.5989678
3.303016e6,1.5196339,1.5263664
3.303017e6,1.0693109,1.0903919
3.303018e6,1.6046771,1.51478
3.303019e6,2.101621,2.7965703
3.30302e6,0.8500379,1.1097133
3.303021e6,1.4329019,1.630792
3.303022e6,0.9500676,1.1053234
3.303023e6,0.9629325,1.0639106
3.303024e6,0.78095573,1.212988
3.303025e6,0.81652826,0.99814296
3.303026e6,2.0759358,2.0040257
3.303027e6,1.3971288,1.4299009
3.303028e6,1.341026,1.6454673
3.303029e6,1.5745823,1.9323869
3.30303e6,0.68799514,1.2270339
3.303031e6,0.9903771,1.1994929
3.303032e6,1.6591189,2.0545807
3.303033e6,0.88218635,1.131874
3.303034e6,1.4091275,1.7221236
3.303035e6,0.87468743,1.2834948
3.303036e6,2.7867684,2.700967
3.303037e6,2.3305664,2.1715531
3.303038e6,1.2869067,1.576354
3.303039e6,2.394836,2.4273517
3.30304e6,3.4363546,2.6309297
3.303041e6,3.3187518,2.9647508
3.303042e6,1.3801548,1.5269613
3.303043e6,2.163624,2.4468198
3.303044e6,0.87652606,1.2183089
3.303045e6,1.2595402,2.191324
3.303046e6,1.5387441,2.3674388
3.303047e6,1.4996853,2.325992
3.303048e6,1.5799785,2.3366556
3.303049e6,1.4230393,1.5603057
3.30305e6,2.1284738,2.229183
3.303051e6,1.1969401,1.2254468
3.304001e6,1.1598853,1.200603
3.304002e6,0.6582712,0.8900347
3.304003e6,1.3145905,1.4576592
3.304004e6,1.0181295,1.2506319
3.304005e6,1.1076137,1.2808814
3.304006e6,0.9530286,1.0844661
3.304007e6,1.1857646,1.1474825
3.304008e6,1.1109473,1.3235861
3.304009e6,2.331637,1.9359808
3.30401e6,1.4038222,1.3519422
3.304011e6,1.4817984,1.774233
3.304012e6,1.5903995,1.6463467
3.304014e6,,
3.304015e6,2.4975524,2.1919675
3.304016e6,1.5342734,1.6103697
3.304017e6,0.93502176,1.2387035
3.304018e6,1.0131961,1.3118321
3.304019e6,0.92641133,1.2461058
3.30402e6,1.3663819,1.433252
3.304021e6,4.9993,3.4912643
3.304022e6,0.85096234,0.9067151
3.304023e6,1.017706,1.2237549
3.304024e6,2.80817,2.5683208
3.304025e6,1.0035957,1.1400632
3.304026e6,0.77548283,1.0097115
3.304027e6,1.3159057,2.0278342
3.304028e6,1.6287445,1.34804
3.304029e6,1.7923194,1.6110399
3.30403e6,1.2394772,1.2756549
3.304031e6,2.9211476,2.3312461
3.304032e6,0.82199526,1.0024446
3.304033e6,0.66697806,1.0163755
3.304034e6,1.820642,1.8773746
3.304035e6,0.88499194,1.1560715
3.304036e6,1.411424,1.5707928
3.304037e6,1.6272727,1.6343565
3.304038e6,2.1745543,1.9146729
3.304039e6,1.9636312,1.8001293
