hhid,year,TFPRcs,TFPQcs
1.402052e6,1996.0,0.06512738,0.0953158
1.402052e6,1998.0,0.104111,0.15511303
1.402052e6,1999.0,0.101280324,0.15836778
1.402052e6,2002.0,0.06858695,0.11685204
1.402053e6,1993.0,0.09465162,0.15443045
1.402055e6,1993.0,0.059484977,0.07407792
1.402055e6,1995.0,0.09041957,0.11537937
1.402055e6,1998.0,0.1675294,0.17545547
1.402055e6,1999.0,0.09341225,0.12058081
1.402055e6,2000.0,0.114040844,0.10095026
1.402055e6,2001.0,0.23395325,0.17626876
1.402055e6,2002.0,0.18929659,0.29945648
1.402056e6,1993.0,0.08366495,0.08990889
1.402056e6,1996.0,0.07508987,0.11608907
1.402056e6,1997.0,0.04616602,0.07655303
1.402056e6,1998.0,0.06886829,0.09229502
1.402056e6,2000.0,0.056421265,0.07909481
1.402056e6,2001.0,0.078709066,0.08434224
1.402056e6,2002.0,0.16057117,0.2142002
1.402057e6,1993.0,0.066178285,0.091173746
1.402057e6,1996.0,0.06914684,0.09982137
1.402057e6,1997.0,0.07327978,0.10863902
1.402057e6,1998.0,0.12059527,0.18915656
1.402057e6,1999.0,0.08945444,0.13554631
1.402057e6,2000.0,0.07594749,0.11621853
1.402057e6,2001.0,0.063105516,0.092188954
1.402057e6,2002.0,0.13338639,0.2011249
1.402058e6,1993.0,0.06383698,0.08527504
1.402058e6,1995.0,0.07605085,0.10830132
1.402058e6,1996.0,0.17798254,0.16206308
1.402058e6,1997.0,0.104832456,0.0991513
1.402058e6,1998.0,0.15171719,0.15034762
1.402058e6,2001.0,0.12641531,0.1017959
1.402059e6,1993.0,0.15428849,0.18312329
1.402059e6,1995.0,0.10216608,0.13581875
1.402059e6,1996.0,0.09524715,0.11276434
1.402059e6,1998.0,0.11344984,0.14662887
1.402059e6,2002.0,0.08065086,0.13075654
1.40206e6,1995.0,0.05161997,0.11301382
1.40206e6,1998.0,0.038078725,0.078292854
1.40206e6,2000.0,0.046387855,0.07980127
1.402062e6,1993.0,0.104224324,0.14534603
1.402062e6,1995.0,0.11457443,0.18513052
1.402062e6,1996.0,0.062408887,0.08805322
1.402062e6,1997.0,0.19509217,0.17856793
1.402062e6,1998.0,0.38747767,0.35326
1.402062e6,1999.0,0.18397912,0.16296595
1.402062e6,2000.0,0.14716499,0.13404955
1.402062e6,2001.0,0.17191769,0.16371796
1.402062e6,2002.0,0.15501097,0.16145647
1.402063e6,1993.0,0.16903402,0.1539938
1.402063e6,1995.0,0.05517689,0.08403852
1.402063e6,1996.0,0.08718625,0.113019265
1.402063e6,1997.0,0.19295076,0.15938054
1.402063e6,1998.0,0.21732624,0.18963693
1.402063e6,1999.0,0.28811637,0.24426425
1.402063e6,2000.0,0.19604246,0.1661798
1.402063e6,2001.0,0.11851515,0.12087155
1.402063e6,2002.0,0.248466,0.25276667
1.402064e6,1996.0,0.14066328,0.13019058
1.402064e6,1997.0,0.13095696,0.112759404
1.402064e6,1998.0,0.13104552,0.1189779
1.402065e6,1993.0,0.086287126,0.10469111
1.402065e6,1995.0,0.09922352,0.11973162
1.402065e6,1996.0,0.08271523,0.084752746
1.402065e6,1997.0,0.067277186,0.06493628
1.402065e6,1998.0,0.20628265,0.20467047
1.402066e6,1993.0,0.1133621,0.14987692
1.402066e6,1995.0,0.13199201,0.19327311
1.402066e6,1996.0,0.10335865,0.14144738
1.402066e6,1997.0,0.08935637,0.124447115
1.402066e6,1998.0,0.09419336,0.11694069
1.402066e6,1999.0,0.13204451,0.15441388
1.402066e6,2001.0,0.12716156,0.15842277
1.402066e6,2002.0,0.16251527,0.19439903
1.402067e6,1995.0,0.050561044,0.07559865
1.402067e6,1996.0,0.1109572,0.15060504
1.402067e6,1997.0,0.07572178,0.10337521
1.402067e6,1998.0,0.08412009,0.11579639
1.402067e6,1999.0,0.15685095,0.19551145
1.402067e6,2001.0,0.10729367,0.14327098
1.402067e6,2002.0,0.16897327,0.19878358
1.402068e6,1993.0,0.063853905,0.10706706
1.402068e6,1995.0,0.044316705,0.073288344
1.402068e6,1996.0,0.056075405,0.08708955
1.402068e6,1998.0,0.05041976,0.07797535
1.402068e6,2002.0,0.075959265,0.12440653
1.402069e6,1993.0,0.046874374,0.0850234
1.402069e6,1996.0,0.07419053,0.111151405
1.402069e6,1997.0,0.06697997,0.08713822
1.402069e6,1998.0,0.07365752,0.090680145
1.40207e6,1997.0,0.066339105,0.093239605
1.40207e6,1998.0,0.11730457,0.16273679
1.40207e6,2000.0,0.05979799,0.07793749
1.40207e6,2002.0,0.10276967,0.120050274
1.402071e6,1993.0,0.106935196,0.14199571
1.402071e6,1995.0,0.082490146,0.08497428
1.402071e6,1996.0,0.08986003,0.09380643
1.402071e6,1997.0,0.1250259,0.12006387
1.402071e6,1998.0,0.20869945,0.19889602
1.402073e6,1995.0,0.08672339,0.12352674
1.402073e6,1996.0,0.074341916,0.10421859
1.402073e6,1997.0,0.084920466,0.11297832
1.402073e6,1999.0,0.0677097,0.07178589
1.402073e6,2000.0,0.110371225,0.13863984
1.402073e6,2001.0,0.07427683,0.099836506
1.402073e6,2002.0,0.0913587,0.116272055
1.402075e6,1993.0,0.06140754,0.07130201
1.402075e6,1995.0,0.053934917,0.07128712
1.402075e6,1996.0,0.13663556,0.16834618
1.402075e6,1997.0,0.13907029,0.17503402
1.402075e6,1998.0,0.114635475,0.14300428
1.402075e6,2000.0,0.11350219,0.12238464
1.402075e6,2001.0,0.10885263,0.13296214
1.402075e6,2002.0,0.18317223,0.21907955
1.402076e6,1996.0,0.08533066,0.09709663
1.402076e6,1997.0,0.1192503,0.15188569
1.402076e6,1998.0,0.31635442,0.36915642
1.402076e6,2000.0,0.18916205,0.20903775
1.402076e6,2001.0,0.15699694,0.17598447
1.402076e6,2002.0,0.2146038,0.24148947
1.402077e6,1993.0,0.1317052,0.11531046
1.402077e6,1995.0,0.074799225,0.09635052
1.402077e6,1996.0,0.23512423,0.2805789
1.402077e6,1997.0,0.23251325,0.2788921
1.402077e6,1998.0,0.34334904,0.39594373
1.402077e6,2001.0,0.15532829,0.14211574
1.402078e6,1993.0,0.042503208,0.07150599
1.402078e6,1997.0,0.06395233,0.09225349
1.402078e6,1998.0,0.12902221,0.16916959
1.402078e6,1999.0,0.5141905,0.41884583
1.402078e6,2000.0,0.48390272,0.40533724
1.402078e6,2001.0,0.61016667,0.5343384
1.402078e6,2002.0,0.6607089,0.60660094
1.402079e6,1993.0,0.08518721,0.120431066
1.402079e6,1995.0,0.07048216,0.13511637
1.402079e6,1996.0,0.27343762,0.168632
1.402079e6,1997.0,0.44713712,0.2771743
1.402079e6,1998.0,0.54028624,0.33991778
1.402079e6,1999.0,0.13644153,0.09736419
1.402079e6,2000.0,0.1767036,0.15278229
1.402079e6,2002.0,0.08784161,0.14554276
1.402081e6,1993.0,0.1803229,0.22115871
1.402081e6,1995.0,0.047323644,0.09936065
1.402081e6,1997.0,0.068841785,0.09997108
1.402081e6,1998.0,0.078692555,0.11718044
1.402081e6,2001.0,0.06355135,0.10934997
1.402081e6,2002.0,0.090081684,0.15336981
1.402082e6,1993.0,0.11583247,0.14477175
1.402082e6,1995.0,0.10487353,0.12798788
1.402082e6,1996.0,0.08508233,0.108629666
1.402082e6,1997.0,0.064441286,0.08128574
1.402082e6,1998.0,0.0700651,0.11022441
1.402083e6,1993.0,0.067250066,0.11924427
1.402083e6,1995.0,0.08499906,0.13867015
1.402083e6,1996.0,0.17833701,0.28665936
1.402083e6,1997.0,0.15884544,0.2518033
1.402083e6,1998.0,0.074698076,0.123073556
1.402083e6,1999.0,0.04980267,0.080848694
1.402083e6,2000.0,0.10893392,0.17781393
1.402083e6,2001.0,0.122421846,0.24576172
1.402083e6,2002.0,0.09741225,0.20829141
1.402085e6,1993.0,0.16355255,0.13933176
1.402085e6,1995.0,0.14127737,0.13041012
1.402085e6,1996.0,0.16376626,0.14699829
1.402085e6,1997.0,0.16194761,0.14611451
1.402085e6,1998.0,0.23000968,0.21062227
1.402085e6,2000.0,0.097746566,0.08373067
1.402085e6,2001.0,0.17688583,0.15841314
1.402085e6,2002.0,0.21657778,0.20719898
1.402086e6,1995.0,0.09589191,0.1292233
1.402086e6,1996.0,0.1849013,0.21886666
1.402086e6,1997.0,0.10341076,0.16407843
1.402086e6,1998.0,0.12139498,0.16012593
1.402086e6,1999.0,0.05567598,0.068540215
1.402086e6,2000.0,0.052912787,0.07232546
1.402086e6,2001.0,0.054016598,0.070492856
1.402086e6,2002.0,0.10085911,0.13204946
1.402087e6,1993.0,0.13678317,0.13712882
1.402087e6,1995.0,0.08432784,0.09236872
1.402087e6,1996.0,0.102534674,0.12046593
1.402087e6,1997.0,0.05578694,0.06484207
1.402087e6,1998.0,0.11170652,0.1287829
1.402087e6,2002.0,0.11084427,0.14174142
1.402088e6,1993.0,0.23812716,0.12577835
1.402088e6,1995.0,0.28348336,0.28869137
1.402088e6,1996.0,0.37366173,0.37002754
1.402088e6,1999.0,0.105379604,0.09969462
1.402088e6,2000.0,0.2020324,0.22175953
1.402088e6,2001.0,0.38681972,0.4544982
1.402088e6,2002.0,0.17919955,0.18974467
1.402089e6,1996.0,0.19838542,0.2222557
1.402089e6,1997.0,0.21080169,0.21918619
1.402089e6,1998.0,0.18108344,0.18066444
1.402089e6,1999.0,0.22602524,0.2398022
1.402089e6,2000.0,0.09419887,0.104911596
1.402089e6,2001.0,0.19390135,0.22513893
1.402089e6,2002.0,0.12897296,0.1797496
1.40209e6,2000.0,0.07190601,0.10816069
1.40209e6,2001.0,0.16871764,0.26121348
1.40209e6,2002.0,0.18137549,0.2651175
1.402091e6,1999.0,0.08073465,0.07158
1.402091e6,2000.0,0.13065216,0.118203945
1.402091e6,2001.0,0.29783863,0.2745343
1.402091e6,2002.0,0.3010856,0.25155866
1.402092e6,1999.0,0.110790394,0.09656525
1.402092e6,2000.0,0.22464266,0.23508324
1.402092e6,2001.0,0.5059668,0.44528148
1.402092e6,2002.0,0.19825798,0.21676646
1.402093e6,2000.0,0.20234275,0.18670547
1.402093e6,2001.0,0.128133,0.1324341
1.402093e6,2002.0,0.21522595,0.22212014
1.402094e6,2000.0,0.15624525,0.14830944
1.402094e6,2001.0,0.12821807,0.14524391
1.402094e6,2002.0,0.28987736,0.32949042
1.402095e6,1999.0,0.063625135,0.0690374
1.402095e6,2000.0,0.07964843,0.10506924
1.402095e6,2002.0,0.0651286,0.11714823
1.402096e6,2000.0,0.09076251,0.10383354
1.402096e6,2001.0,0.06974893,0.10813689
1.402096e6,2002.0,0.12755243,0.18305634
1.403002e6,1993.0,1.133754,1.2988412
1.403002e6,1995.0,1.0488801,1.3934592
1.403002e6,1997.0,0.32984605,0.4931423
1.403002e6,1999.0,0.33057708,0.5226933
1.403002e6,2002.0,0.39027935,0.542913
1.403003e6,1993.0,1.4073243,1.0972041
1.403003e6,1995.0,1.1442448,0.8570942
1.403003e6,1996.0,2.3730872,1.6919675
1.403003e6,1997.0,1.830562,1.2307976
1.403003e6,1998.0,1.4132212,1.1358781
1.403003e6,1999.0,1.7620265,1.9565122
1.403003e6,2000.0,1.4886452,1.2122655
1.403003e6,2001.0,1.9362035,1.6910868
1.403003e6,2002.0,1.8319827,1.9169167
1.403004e6,1993.0,0.66837925,0.70994055
1.403004e6,1995.0,1.896216,2.061265
1.403004e6,1996.0,1.1999773,1.0771989
1.403004e6,1997.0,0.80803853,0.9249406
1.403004e6,1998.0,1.4323324,1.6377958
1.403004e6,2000.0,0.6658684,0.9120382
1.403004e6,2002.0,0.5485868,0.917667
1.403005e6,1995.0,1.1577218,0.52001655
1.403005e6,1996.0,1.1243643,0.888326
1.403005e6,1997.0,0.5505937,0.4717928
1.403005e6,1999.0,0.64524114,0.5483189
1.403005e6,2000.0,0.7155289,0.665147
1.403005e6,2001.0,0.9644107,0.8036866
1.403005e6,2002.0,1.223059,0.9242665
1.403006e6,1993.0,0.9014416,0.7029545
1.403006e6,1995.0,1.4707415,1.1019738
1.403006e6,1996.0,1.632296,1.1642605
1.403006e6,1997.0,1.0959458,0.8257278
1.403006e6,1998.0,1.9171442,1.4533436
1.403006e6,1999.0,0.4945608,0.7748043
1.403006e6,2000.0,1.2309847,1.1146791
1.403006e6,2001.0,1.7972782,1.59424
1.403007e6,1993.0,0.1976974,0.29160815
1.403007e6,1995.0,0.28233686,0.4234622
1.403007e6,1996.0,0.74270236,0.8070881
1.403007e6,1997.0,0.7015876,0.8759515
1.403007e6,1998.0,1.0782322,0.8722237
1.403007e6,1999.0,0.6064657,1.5610402
1.403007e6,2000.0,2.1634586,3.1975453
1.403007e6,2001.0,2.6561897,3.333697
1.403007e6,2002.0,2.8522587,3.494929
1.403008e6,1993.0,0.58657527,0.5510532
1.403008e6,1995.0,0.7804132,0.53750044
1.403008e6,1996.0,0.70361924,0.5357432
1.403008e6,1997.0,0.7161078,0.53935117
1.403008e6,1999.0,0.4017194,0.35167935
1.403008e6,2001.0,1.3430351,1.4042891
1.403008e6,2002.0,1.4353571,1.8317593
1.403009e6,1993.0,0.1892032,0.35687238
1.403009e6,1995.0,0.23601677,0.41598657
1.403009e6,1997.0,0.24246885,0.46607062
1.403009e6,1999.0,0.9991794,0.7869155
1.403009e6,2001.0,0.6712583,0.84211844
1.403009e6,2002.0,0.026247535,0.09978608
1.40301e6,1993.0,0.9292363,0.96215254
1.40301e6,1995.0,0.88103974,0.87692297
1.40301e6,1996.0,0.54232377,0.74534374
1.40301e6,1997.0,0.64593196,0.87921363
1.40301e6,1998.0,0.7221143,1.4213833
1.40301e6,1999.0,0.64053744,1.0965884
1.40301e6,2000.0,0.527945,1.1461638
1.40301e6,2001.0,0.5384756,1.1514577
1.40301e6,2002.0,0.52824134,1.1827359
1.403011e6,1993.0,2.471683,2.1364348
1.403011e6,1995.0,3.166033,2.6296358
1.403011e6,1996.0,3.2700403,2.9517841
1.403011e6,1997.0,1.3873047,1.5436821
1.403011e6,1998.0,2.2115564,3.3061898
1.403011e6,1999.0,1.9318074,2.3622751
1.403011e6,2000.0,2.354559,2.8380492
